Epoch,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss,F1 Score,Precision,Recall,Class 0 F1 Score,Class 0 Precision,Class 0 Recall,Class 1 F1 Score,Class 1 Precision,Class 1 Recall,Class 2 F1 Score,Class 2 Precision,Class 2 Recall,Class 3 F1 Score,Class 3 Precision,Class 3 Recall,Class 4 F1 Score,Class 4 Precision,Class 4 Recall,Class 5 F1 Score,Class 5 Precision,Class 5 Recall,Class 6 F1 Score,Class 6 Precision,Class 6 Recall,Class 7 F1 Score,Class 7 Precision,Class 7 Recall,Class 8 F1 Score,Class 8 Precision,Class 8 Recall,Class 9 F1 Score,Class 9 Precision,Class 9 Recall,Class 10 F1 Score,Class 10 Precision,Class 10 Recall,Class 11 F1 Score,Class 11 Precision,Class 11 Recall,Class 12 F1 Score,Class 12 Precision,Class 12 Recall,Class 13 F1 Score,Class 13 Precision,Class 13 Recall,Class 14 F1 Score,Class 14 Precision,Class 14 Recall,Class 15 F1 Score,Class 15 Precision,Class 15 Recall,Class 16 F1 Score,Class 16 Precision,Class 16 Recall,Class 17 F1 Score,Class 17 Precision,Class 17 Recall
35,95.17977777,96.24739992,0.000547908,0.000509171,0.912206862,0.920774255,0.906496111,0.944406314,0.940533151,0.948311509,0.96499239,0.972392638,0.957703927,0.965669014,0.971656333,0.959755031,0.992023205,0.998175848,0.985945946,0.970633694,0.951515152,0.990536278,0.718309859,0.85,0.62195122,0.838640043,0.801030928,0.8799547,0.968092034,0.976357268,0.959965562,0.960159363,0.953511375,0.966900702,0.969945355,0.956873315,0.983379501,0.924098672,0.956777996,0.893577982,0.819277108,0.871794872,0.772727273,0.989547038,0.996491228,0.982698962,0.863636364,0.863636364,0.863636364,0.897163121,0.866438356,0.930147059,0.961945637,0.963323782,0.960571429,0.736318408,0.744966443,0.727868852,0.9348659,0.938461538,0.93129771
36,95.2232899,95.81440761,0.000529905,0.000538172,0.895366563,0.906804821,0.889757594,0.949362728,0.949035813,0.949689869,0.963460104,0.951399116,0.975830816,0.96785404,0.961173425,0.974628171,0.991785455,0.99744867,0.986186186,0.965056526,0.943718593,0.987381703,0.653594771,0.704225352,0.609756098,0.832207207,0.827547592,0.836919592,0.967463909,0.968507334,0.966422729,0.955031056,0.946331856,0.963891675,0.970247558,0.954850246,0.986149584,0.908741595,0.953629032,0.867889908,0.8,0.829268293,0.772727273,0.98615917,0.98615917,0.98615917,0.78125,0.914634146,0.681818182,0.915750916,0.912408759,0.919117647,0.948296122,0.975816203,0.922285714,0.657645467,0.559907834,0.796721311,0.902691511,0.986425339,0.832061069
37,95.20842813,95.89081802,0.000532639,0.000516461,0.89452105,0.911550689,0.882536883,0.929500342,0.923181509,0.935906272,0.96194825,0.969325153,0.954682779,0.965815664,0.955479452,0.976377953,0.99067557,0.992287298,0.989069069,0.974358974,0.969791667,0.978969506,0.642335766,0.8,0.536585366,0.805479452,0.780254777,0.832389581,0.968777103,0.97597204,0.961687473,0.948800396,0.936066374,0.961885657,0.973957133,0.972388403,0.975530933,0.933712121,0.964774951,0.904587156,0.675324675,0.787878788,0.590909091,0.987826087,0.993006993,0.982698962,0.803571429,0.789473684,0.818181818,0.930232558,0.983606557,0.882352941,0.96,0.96,0.96,0.71192053,0.719063545,0.704918033,0.937142857,0.935361217,0.938931298
38,95.24345232,95.95873838,0.000536245,0.000522802,0.901106866,0.918114338,0.888102092,0.926646196,0.917567568,0.935906272,0.949357521,0.950075643,0.948640483,0.967071057,0.957939914,0.976377953,0.992047235,0.995164995,0.988948949,0.964903091,0.961377871,0.968454259,0.690647482,0.842105263,0.585365854,0.812953657,0.801762115,0.824462061,0.967112243,0.953556485,0.981058975,0.952239545,0.939912066,0.964894684,0.978280961,0.979185939,0.977377655,0.942379182,0.95480226,0.930275229,0.752941176,0.780487805,0.727272727,0.987993139,0.979591837,0.996539792,0.831683168,0.913043478,0.763636364,0.911877395,0.952,0.875,0.95884058,0.972941176,0.945142857,0.729335494,0.721153846,0.737704918,0.903614458,0.953389831,0.858778626
39,95.26573472,95.82714268,0.000533697,0.000547762,0.901099682,0.906507791,0.897025204,0.92927242,0.912898936,0.94624397,0.944444444,0.93880597,0.950151057,0.965699208,0.970822281,0.960629921,0.992145964,0.998055184,0.986306306,0.967475478,0.95030426,0.985278654,0.697368421,0.757142857,0.646341463,0.810514786,0.784729586,0.838052095,0.966981132,0.963263563,0.970727508,0.95259481,0.947864945,0.957372116,0.974110032,0.975462963,0.972760849,0.934944238,0.947269303,0.92293578,0.819277108,0.871794872,0.772727273,0.991304348,0.996503497,0.98615917,0.82629108,0.854368932,0.8,0.888495575,0.85665529,0.922794118,0.960301362,0.974132863,0.946857143,0.688417618,0.685064935,0.691803279,0.91015625,0.932,0.889312977
40,95.42068214,95.77195738,0.000509673,0.000544024,0.891169291,0.90463153,0.882547831,0.944197193,0.938095238,0.950379049,0.956850871,0.959028832,0.954682779,0.96309162,0.956034483,0.970253718,0.991794377,0.996363196,0.987267267,0.970663922,0.950604839,0.991587802,0.628571429,0.75862069,0.536585366,0.803543512,0.744208494,0.873159683,0.965977606,0.966393796,0.965561774,0.954829049,0.950322901,0.959378134,0.969890511,0.95852119,0.981532779,0.914175506,0.963414634,0.869724771,0.741573034,0.733333333,0.75,0.993127148,0.986348123,1,0.7960199,0.879120879,0.727272727,0.89084507,0.85472973,0.930147059,0.955705485,0.981916817,0.930857143,0.703071672,0.733096085,0.675409836,0.897119342,0.973214286,0.832061069
41,95.27953323,96.06061892,0.000520859,0.000523486,0.901930628,0.910623019,0.896056788,0.945304438,0.943681319,0.94693315,0.955336866,0.957511381,0.953172205,0.971726838,0.966262976,0.977252843,0.990200204,0.991213288,0.989189189,0.972336066,0.948051948,0.997896951,0.693877551,0.784615385,0.62195122,0.816027088,0.813273341,0.818799547,0.96810588,0.975940507,0.96039604,0.957991549,0.949728931,0.966399198,0.976937269,0.976036866,0.977839335,0.921771913,0.947674419,0.897247706,0.75862069,0.76744186,0.75,0.971332209,0.947368421,0.996539792,0.852941176,0.925531915,0.790909091,0.928315412,0.905594406,0.952205882,0.963133641,0.970963995,0.955428571,0.693251534,0.65129683,0.740983607,0.897540984,0.969026549,0.835877863
42,95.37504557,95.94600331,0.000506939,0.000538148,0.900959591,0.916991152,0.890160585,0.924924925,0.896507115,0.955203308,0.967791411,0.982866044,0.953172205,0.971751412,0.965457686,0.978127734,0.99232118,0.999026053,0.985705706,0.968667021,0.978540773,0.958990536,0.657142857,0.793103448,0.56097561,0.809014085,0.804932735,0.813137033,0.964736055,0.957979626,0.971588463,0.95556665,0.951292247,0.959879639,0.975297347,0.966455122,0.984302862,0.93640553,0.940740741,0.932110092,0.775,0.861111111,0.704545455,0.989619377,0.989619377,0.989619377,0.83248731,0.942528736,0.745454545,0.915315315,0.897526502,0.933823529,0.958610709,0.971260997,0.946285714,0.69984917,0.648044693,0.760655738,0.922772277,0.958847737,0.889312977
43,95.42492724,96.00967865,0.000509708,0.000548043,0.890438254,0.918200185,0.872384395,0.94533107,0.931726908,0.959338387,0.953416149,0.980830671,0.927492447,0.962738302,0.953648069,0.9720035,0.992390385,0.997935139,0.986906907,0.966233766,0.954825462,0.977917981,0.538461538,0.729166667,0.426829268,0.814692982,0.789585547,0.841449604,0.966417112,0.960459184,0.972449419,0.960618146,0.954905847,0.966399198,0.976850791,0.969959035,0.983841182,0.904255319,0.874785592,0.935779817,0.804878049,0.868421053,0.75,0.984562607,0.976190476,0.993079585,0.759358289,0.922077922,0.645454545,0.917910448,0.931818182,0.904411765,0.95868704,0.94955157,0.968,0.717472119,0.82832618,0.632786885,0.903614458,0.953389831,0.858778626
44,95.43765793,95.58093136,0.000501912,0.000557762,0.896185709,0.900181475,0.894151809,0.908432148,0.870031546,0.950379049,0.962452107,0.976671851,0.948640483,0.968302215,0.961206897,0.975503062,0.992514789,0.99757311,0.987507508,0.952678107,0.942386831,0.963196635,0.702702703,0.787878788,0.634146341,0.792515135,0.770877944,0.815402039,0.964896885,0.983892617,0.946620749,0.949762559,0.946686597,0.952858576,0.975206612,0.969863014,0.980609418,0.917857143,0.893913043,0.943119266,0.752688172,0.714285714,0.795454545,0.991394148,0.98630137,0.996539792,0.838709677,0.85046729,0.827272727,0.897579143,0.909433962,0.886029412,0.958453549,0.967948718,0.949142857,0.683937824,0.722627737,0.649180328,0.921259843,0.951219512,0.893129771
45,95.44084546,96.06910897,0.000507529,0.000528014,0.885578956,0.933871479,0.8606578,0.932659933,0.911784068,0.954514128,0.957854406,0.972006221,0.944108761,0.961884368,0.942114094,0.982502187,0.990767386,0.98898863,0.992552553,0.975482525,0.967908903,0.983175605,0.621212121,0.82,0.5,0.836779108,0.805235602,0.870894677,0.966595289,0.961653174,0.971588463,0.950868486,0.941060904,0.960882648,0.978210478,0.982309125,0.974145891,0.934802571,0.935661765,0.933944954,0.516129032,0.888888889,0.363636364,0.98791019,0.986206897,0.989619377,0.845771144,0.934065934,0.772727273,0.915750916,0.912408759,0.919117647,0.962105872,0.974223784,0.950285714,0.696907216,0.938888889,0.554098361,0.908730159,0.946280992,0.874045802
46,95.51300706,95.97996349,0.000492407,0.000495564,0.90271395,0.932071647,0.880579361,0.931857489,0.935416667,0.928325293,0.959818044,0.96347032,0.956193353,0.966360856,0.965095986,0.967629046,0.986850717,0.977717519,0.996156156,0.971546818,0.956211813,0.987381703,0.739726027,0.84375,0.658536585,0.804639805,0.872847682,0.746319366,0.966032899,0.958863444,0.973310375,0.953155819,0.937439379,0.969408225,0.979037088,0.977011494,0.981071099,0.942042318,0.944649446,0.939449541,0.75,0.833333333,0.681818182,0.98615917,0.98615917,0.98615917,0.76344086,0.934210526,0.645454545,0.923364486,0.939163498,0.908088235,0.960458453,0.963218391,0.957714286,0.747211896,0.862660944,0.659016393,0.917148362,0.926070039,0.908396947
47,95.50557854,95.4026404,0.000495607,0.000595296,0.876705067,0.900324136,0.860899864,0.908203125,0.860579889,0.961405927,0.927536232,0.891364903,0.966767372,0.958713603,0.952504318,0.965004374,0.991505512,0.994561276,0.988468468,0.964414647,0.946356275,0.983175605,0.60130719,0.647887324,0.56097561,0.771618625,0.755700326,0.788221971,0.968669528,0.965768079,0.971588463,0.953605648,0.958924949,0.948345035,0.978004168,0.980956804,0.975069252,0.92589204,0.923357664,0.928440367,0.61971831,0.814814815,0.5,0.98615917,0.98615917,0.98615917,0.80952381,0.85,0.772727273,0.880769231,0.923387097,0.841911765,0.958321189,0.977989292,0.939428571,0.717190388,0.822033898,0.636065574,0.859538784,0.953488372,0.782442748
48,95.70827982,95.85261281,0.000485367,0.000519804,0.887649356,0.896908939,0.887749976,0.948539638,0.957192982,0.940041351,0.955404384,0.95612708,0.954682779,0.963446475,0.958441558,0.968503937,0.991307497,0.996359665,0.986306306,0.973588814,0.959183673,0.988433228,0.632911392,0.657894737,0.609756098,0.818230563,0.776985743,0.86409966,0.962173913,0.971892841,0.952647439,0.951557093,0.938109162,0.965396189,0.97260274,0.962059621,0.983379501,0.933816863,0.922939068,0.944954128,0.666666667,0.552238806,0.840909091,0.982394366,1,0.965397924,0.734463277,0.970149254,0.590909091,0.932330827,0.953846154,0.911764706,0.958429561,0.968494749,0.948571429,0.714975845,0.702531646,0.727868852,0.884848485,0.939914163,0.835877863
49,95.53105022,95.80591756,0.000496716,0.000562188,0.880561919,0.894467171,0.872665374,0.945144804,0.934636119,0.955892488,0.946051603,0.980551053,0.913897281,0.956672444,0.947639485,0.965879265,0.990827902,0.99551352,0.986186186,0.968367347,0.940535183,0.997896951,0.488549618,0.653061224,0.390243902,0.82887078,0.852694611,0.806342016,0.964370546,0.967504333,0.961256995,0.954816286,0.945427729,0.96439318,0.973455378,0.965063521,0.98199446,0.918772563,0.904085258,0.933944954,0.607594937,0.685714286,0.545454545,0.974619289,0.953642384,0.996539792,0.865116279,0.885714286,0.845454545,0.904059041,0.907407407,0.900735294,0.957118353,0.957665904,0.956571429,0.718181818,0.667605634,0.77704918,0.887525562,0.955947137,0.828244275
50,95.56607289,96.07335399,0.000485597,0.00051235,0.905982145,0.911586318,0.903610421,0.93780235,0.94040194,0.935217092,0.957918898,0.970542636,0.945619335,0.969911504,0.981199642,0.95888014,0.992383946,0.998783307,0.986066066,0.959366755,0.962923729,0.955835962,0.705882353,0.76056338,0.658536585,0.801573918,0.795758929,0.807474519,0.966177409,0.955004205,0.977615153,0.958436418,0.945800781,0.971414243,0.981018519,0.983751161,0.978301016,0.917668825,0.925373134,0.910091743,0.774193548,0.734693878,0.818181818,0.994782609,1,0.989619377,0.841025641,0.964705882,0.745454545,0.91773309,0.912727273,0.922794118,0.961832061,0.95187465,0.972,0.736377025,0.668449198,0.819672131,0.93359375,0.956,0.91221374
51,95.51301376,96.06061892,0.000493143,0.000510286,0.894064617,0.892887101,0.898292755,0.943370166,0.94532872,0.941419711,0.950844854,0.9671875,0.935045317,0.955469088,0.944444444,0.966754156,0.992399566,0.996728462,0.988108108,0.968205128,0.944944945,0.992639327,0.596491228,0.573033708,0.62195122,0.832735962,0.881163085,0.789354473,0.97033534,0.969085444,0.971588463,0.953396133,0.942647059,0.96439318,0.980428275,0.977951309,0.982917821,0.926391382,0.90685413,0.946788991,0.734693878,0.666666667,0.818181818,0.996539792,0.996539792,0.996539792,0.843601896,0.881188119,0.809090909,0.875968992,0.926229508,0.830882353,0.965182648,0.964082098,0.966285714,0.715542522,0.647214854,0.8,0.891566265,0.940677966,0.847328244
52,95.64672407,96.17098951,0.000478338,0.000506861,0.893210103,0.916333886,0.876943777,0.94912892,0.959830867,0.938662991,0.951255539,0.930635838,0.972809668,0.969224101,0.9604811,0.978127734,0.991517777,0.993130875,0.98990991,0.962572483,0.965116279,0.960042061,0.642857143,0.775862069,0.548780488,0.839333692,0.798568507,0.884484711,0.968213058,0.96613802,0.97029703,0.955445545,0.943304008,0.967903711,0.980410233,0.978831109,0.98199446,0.930693069,0.913427562,0.948623853,0.675324675,0.787878788,0.590909091,0.991423671,0.982993197,1,0.815533981,0.875,0.763636364,0.911111111,0.917910448,0.904411765,0.961076131,0.962729358,0.959428571,0.680373832,0.791304348,0.596721311,0.902286902,0.99086758,0.828244275
53,95.6339913,96.02665874,0.000480852,0.000513822,0.894270317,0.901177901,0.891761778,0.938305085,0.923282188,0.953824948,0.959090909,0.962006079,0.956193353,0.968531469,0.96768559,0.969378828,0.991345114,0.992060628,0.990630631,0.960457856,0.950566426,0.970557308,0.634482759,0.73015873,0.56097561,0.822488287,0.761078998,0.894677237,0.969551979,0.97978022,0.959535084,0.950076414,0.965320911,0.935305918,0.979147359,0.982790698,0.975530933,0.91433892,0.928166352,0.900917431,0.673469388,0.611111111,0.75,0.984562607,0.976190476,0.993079585,0.835680751,0.86407767,0.809090909,0.919210054,0.898245614,0.941176471,0.967888605,0.962690786,0.973142857,0.695167286,0.802575107,0.613114754,0.933070866,0.963414634,0.904580153
54,95.66795076,96.35777051,0.000469849,0.00047962,0.909926456,0.916457329,0.907073802,0.941056911,0.925383078,0.957270848,0.963020031,0.982704403,0.944108761,0.967400881,0.974267968,0.960629921,0.992685728,0.999148211,0.986306306,0.970512157,0.955193483,0.986330179,0.709677419,0.753424658,0.670731707,0.848414986,0.863849765,0.833522084,0.968804159,0.975141736,0.962548429,0.955283537,0.951717272,0.95887663,0.979176307,0.981447124,0.976915974,0.935159817,0.930909091,0.939449541,0.775,0.861111111,0.704545455,0.987868284,0.989583333,0.98615917,0.831683168,0.913043478,0.763636364,0.920577617,0.904255319,0.9375,0.965070423,0.951666667,0.978857143,0.734463277,0.64516129,0.852459016,0.932821497,0.938223938,0.927480916
55,95.6191346,95.93751327,0.000473048,0.000523708,0.896854498,0.910398723,0.885701927,0.923751687,0.904824851,0.94348725,0.965098634,0.969512195,0.960725076,0.971978984,0.97283085,0.971128609,0.98981548,0.987331182,0.992312312,0.965553236,0.958549223,0.972660358,0.711409396,0.791044776,0.646341463,0.794616735,0.822033898,0.768969422,0.967234043,0.956247371,0.978476108,0.955522239,0.952191235,0.95887663,0.975268315,0.985849057,0.964912281,0.922797457,0.913669065,0.932110092,0.675,0.75,0.613636364,0.993103448,0.989690722,0.996539792,0.790697674,0.80952381,0.772727273,0.917431193,0.915750916,0.919117647,0.966800229,0.968463303,0.965142857,0.744680851,0.810810811,0.68852459,0.912621359,0.928853755,0.896946565
56,95.64672942,96.1115592,0.000478043,0.000488329,0.905237654,0.90704864,0.906402875,0.945404285,0.948024948,0.94279807,0.954580446,0.973312402,0.936555891,0.965156794,0.960971379,0.969378828,0.990361446,0.993353474,0.987387387,0.974598237,0.961145194,0.988433228,0.709677419,0.753424658,0.670731707,0.831971995,0.858002407,0.807474519,0.972649573,0.965634281,0.979767542,0.958144226,0.963488844,0.952858576,0.975813953,0.983130272,0.968605725,0.930316742,0.917857143,0.943119266,0.781609195,0.790697674,0.772727273,0.987993139,0.979591837,0.996539792,0.832579186,0.828828829,0.836363636,0.920754717,0.945736434,0.897058824,0.959409594,0.953186689,0.965714286,0.691256831,0.592505855,0.829508197,0.912,0.957983193,0.870229008
57,95.7305665,95.71677208,0.000458756,0.000554213,0.889340189,0.904566581,0.88052604,0.943293718,0.929718876,0.957270848,0.963984674,0.978227061,0.950151057,0.9604811,0.943459916,0.978127734,0.988467284,0.983472057,0.993513514,0.963420917,0.944444444,0.983175605,0.6,0.8125,0.475609756,0.799544419,0.804123711,0.795016988,0.963011314,0.973603168,0.952647439,0.959096612,0.959819186,0.958375125,0.978479853,0.970481381,0.986611265,0.879529873,0.943277311,0.823853211,0.688172043,0.653061224,0.727272727,0.97699115,1,0.955017301,0.86407767,0.927083333,0.809090909,0.905730129,0.910780669,0.900735294,0.959510632,0.978609626,0.941142857,0.695512821,0.680250784,0.71147541,0.918819188,0.889285714,0.950381679
58,95.60427756,96.08608906,0.000475731,0.000498829,0.901460518,0.909337634,0.895560806,0.935353535,0.91441738,0.957270848,0.959634425,0.967741935,0.951661631,0.967996493,0.970123023,0.965879265,0.991173822,0.990876351,0.991471471,0.963779528,0.962264151,0.965299685,0.722580645,0.767123288,0.682926829,0.811965812,0.768452983,0.860702152,0.970080804,0.984485816,0.956091261,0.957217913,0.955067399,0.959378134,0.979243542,0.978341014,0.980147738,0.924710425,0.975560081,0.878899083,0.688888889,0.673913043,0.704545455,0.991304348,0.996503497,0.98615917,0.844036697,0.851851852,0.836363636,0.929219601,0.917562724,0.941176471,0.963068182,0.957627119,0.968571429,0.700544465,0.784552846,0.632786885,0.925490196,0.951612903,0.900763359
59,95.85685471,96.28985015,0.000449045,0.000503257,0.90606002,0.912124796,0.901623482,0.936888289,0.917989418,0.956581668,0.961625282,0.95802099,0.965256798,0.970065076,0.962134251,0.978127734,0.992870091,0.998905775,0.986906907,0.969167523,0.947738693,0.991587802,0.697368421,0.757142857,0.646341463,0.820482637,0.854166667,0.789354473,0.966966967,0.963659684,0.97029703,0.9605,0.957627119,0.963390171,0.982746722,0.979367263,0.986149584,0.93081761,0.911971831,0.950458716,0.8,0.829268293,0.772727273,0.987993139,0.979591837,0.996539792,0.82464455,0.861386139,0.790909091,0.904159132,0.889679715,0.919117647,0.966542751,0.967372639,0.965714286,0.719745223,0.699690402,0.740983607,0.916496945,0.982532751,0.858778626
60,95.75072903,96.11580422,0.000456238,0.000513564,0.896772783,0.913642936,0.884980913,0.939816389,0.927516779,0.952446589,0.946963874,0.96400626,0.930513595,0.968274663,0.962003454,0.974628171,0.990739627,0.991932571,0.98954955,0.975,0.965944272,0.984227129,0.661870504,0.807017544,0.56097561,0.832867524,0.822295806,0.843714609,0.97039897,0.967079949,0.973740852,0.953430145,0.952,0.954864594,0.977757183,0.981395349,0.974145891,0.933706816,0.950570342,0.917431193,0.683544304,0.771428571,0.613636364,0.989619377,0.989619377,0.989619377,0.81,0.9,0.736363636,0.910714286,0.885416667,0.9375,0.962984218,0.967146974,0.958857143,0.722222222,0.682215743,0.767213115,0.912,0.957983193,0.870229008
61,95.71677301,96.34079042,0.000467543,0.000480912,0.90285335,0.920282165,0.893848877,0.943642612,0.941055517,0.94624397,0.948159279,0.943198804,0.953172205,0.968695652,0.962834918,0.974628171,0.991537123,0.990882917,0.992192192,0.974093264,0.960163432,0.988433228,0.720588235,0.907407407,0.597560976,0.847137298,0.831877729,0.862967157,0.972252097,0.971625107,0.972879897,0.9560903,0.945999018,0.966399198,0.979278231,0.987787694,0.970914127,0.928698752,0.902946274,0.955963303,0.714285714,0.648148148,0.795454545,0.993127148,0.986348123,1,0.844660194,0.90625,0.790909091,0.918518519,0.925373134,0.911764706,0.965242165,0.9625,0.968,0.679841897,0.855721393,0.563934426,0.905511811,0.93495935,0.877862595
62,95.76240502,96.34503545,0.000456474,0.000485014,0.895197665,0.907858182,0.886928209,0.949070888,0.947766323,0.950379049,0.960606061,0.963525836,0.957703927,0.969855832,0.968586387,0.971128609,0.991463268,0.99241786,0.990510511,0.972438898,0.961934156,0.983175605,0.661971831,0.783333333,0.573170732,0.833631485,0.880352645,0.791619479,0.966090851,0.957311919,0.975032286,0.956435644,0.944281525,0.96890672,0.981910946,0.986486486,0.977377655,0.932142857,0.907826087,0.957798165,0.578947368,0.6875,0.5,0.987993139,0.979591837,0.996539792,0.80952381,0.85,0.772727273,0.918727915,0.884353741,0.955882353,0.964408726,0.968858131,0.96,0.764612954,0.737804878,0.793442623,0.91372549,0.939516129,0.889312977
63,95.77089111,96.36201554,0.000446173,0.000489004,0.908128502,0.921806164,0.897916634,0.941704036,0.942679558,0.940730531,0.96499239,0.972392638,0.957703927,0.969162996,0.976042591,0.962379703,0.992413295,0.994929373,0.98990991,0.973195876,0.954499494,0.992639327,0.721893491,0.701149425,0.743902439,0.847613571,0.860981308,0.834654587,0.969813744,0.964650767,0.975032286,0.953109576,0.938289602,0.968405216,0.981558322,0.980202578,0.982917821,0.911325724,0.873737374,0.952293578,0.769230769,0.882352941,0.681818182,0.991394148,0.98630137,0.996539792,0.83248731,0.942528736,0.745454545,0.909774436,0.930769231,0.889705882,0.963703915,0.963979417,0.963428571,0.742759796,0.773049645,0.714754098,0.910179641,0.953974895,0.870229008
64,95.87171383,96.25588997,0.000456122,0.00048808,0.901975264,0.919846281,0.889542936,0.936170213,0.917880795,0.955203308,0.964885496,0.975308642,0.954682779,0.962223187,0.955172414,0.969378828,0.991876768,0.993730408,0.99003003,0.974973931,0.966907963,0.983175605,0.671428571,0.810344828,0.573170732,0.840834248,0.815761448,0.867497169,0.972492961,0.97863993,0.966422729,0.952858576,0.952858576,0.952858576,0.979865772,0.982366589,0.977377655,0.92722372,0.908450704,0.946788991,0.72,0.870967742,0.613636364,0.982993197,0.966555184,1,0.855813953,0.876190476,0.836363636,0.912476723,0.924528302,0.900735294,0.965458179,0.964632059,0.966285714,0.712041885,0.76119403,0.668852459,0.911937378,0.935742972,0.889312977
65,95.89718658,96.31532029,0.000445728,0.000503706,0.909300121,0.918676796,0.904084504,0.94488189,0.93877551,0.951068229,0.963358779,0.973765432,0.953172205,0.965247611,0.958584987,0.9720035,0.992265861,0.998297872,0.986306306,0.974146846,0.958290946,0.990536278,0.642335766,0.8,0.536585366,0.815931109,0.777435897,0.858437146,0.968952135,0.97062635,0.967283685,0.959920339,0.95304004,0.966900702,0.978713559,0.980983302,0.976454294,0.928436911,0.953578337,0.904587156,0.786516854,0.777777778,0.795454545,0.996527778,1,0.993079585,0.879227053,0.93814433,0.827272727,0.935064935,0.943820225,0.926470588,0.966963516,0.972270364,0.961714286,0.731411229,0.68079096,0.790163934,0.9375,0.96,0.916030534
66,95.92795953,96.43418092,0.000439442,0.000482066,0.906711881,0.935262273,0.885445794,0.951790634,0.951135582,0.952446589,0.964366945,0.96803653,0.960725076,0.959897611,0.9367194,0.984251969,0.988322212,0.980494148,0.996276276,0.979123173,0.972020725,0.986330179,0.723404255,0.86440678,0.62195122,0.852330152,0.845211581,0.859569649,0.972564269,0.976149176,0.969005596,0.962447152,0.954612728,0.970411234,0.980862347,0.979732842,0.98199446,0.932828761,0.962890625,0.904587156,0.752941176,0.780487805,0.727272727,0.971731449,0.992779783,0.951557093,0.829268293,0.894736842,0.772727273,0.894941634,0.950413223,0.845588235,0.965418691,0.965694683,0.965142857,0.709163347,0.903553299,0.583606557,0.929411765,0.955645161,0.904580153
67,95.69554626,95.99269856,0.000458879,0.000510278,0.897188165,0.90916298,0.890761021,0.941542719,0.945138889,0.937973811,0.959459459,0.953731343,0.965256798,0.963707914,0.963286713,0.964129484,0.99043494,0.992046276,0.988828829,0.966751918,0.94123506,0.993690852,0.666666667,0.821428571,0.56097561,0.829752066,0.807939914,0.852774632,0.964523758,0.963487973,0.965561774,0.954556867,0.955756662,0.95336008,0.980720093,0.986909771,0.974607572,0.907254362,0.908088235,0.906422018,0.747252747,0.723404255,0.772727273,0.989619377,0.989619377,0.989619377,0.797927461,0.927710843,0.7,0.908450704,0.871621622,0.948529412,0.964665326,0.969959561,0.959428571,0.725856698,0.691394659,0.763934426,0.890243902,0.952173913,0.835877863
68,95.89718467,96.33230038,0.000444986,0.000476517,0.905302598,0.918670099,0.894197135,0.946533287,0.947513812,0.94555479,0.96720061,0.976887519,0.957703927,0.970013038,0.96373057,0.976377953,0.992759744,0.99733301,0.988228228,0.971576227,0.955284553,0.988433228,0.696774194,0.739726027,0.658536585,0.833238475,0.837528604,0.828992072,0.965765004,0.948526359,0.983641842,0.958218664,0.956065901,0.960381143,0.979209504,0.969244686,0.989381348,0.921985816,0.89193825,0.95412844,0.775,0.861111111,0.704545455,0.994782609,1,0.989619377,0.813397129,0.858585859,0.772727273,0.901886792,0.926356589,0.878676471,0.962941683,0.968226459,0.957714286,0.725352113,0.783269962,0.675409836,0.918811881,0.95473251,0.885496183
69,95.87170995,96.30683024,0.000445043,0.000497334,0.909814961,0.920699444,0.902589012,0.942204301,0.919344262,0.966230186,0.965622613,0.976816074,0.954682779,0.967320261,0.963541667,0.971128609,0.991494239,0.995879787,0.987147147,0.973697782,0.955465587,0.992639327,0.662068966,0.761904762,0.585365854,0.85005637,0.84624018,0.853907135,0.965884861,0.956907478,0.975032286,0.953304414,0.97038961,0.936810431,0.979525361,0.987335835,0.971837488,0.932371506,0.916666667,0.948623853,0.794871795,0.911764706,0.704545455,0.989655172,0.986254296,0.993079585,0.847926267,0.859813084,0.836363636,0.933586338,0.964705882,0.904411765,0.961275626,0.95800227,0.964571429,0.742424242,0.690140845,0.803278689,0.923379175,0.951417004,0.896946565
70,95.93326795,96.09033408,0.000433299,0.000496748,0.904504557,0.933382587,0.8840611,0.937954939,0.943514644,0.932460372,0.964312832,0.969465649,0.959214502,0.967119684,0.969244288,0.965004374,0.986796717,0.977264695,0.996516517,0.966173362,0.97130712,0.961093586,0.729927007,0.909090909,0.609756098,0.8343697,0.832957111,0.835787089,0.968975776,0.956777172,0.981489453,0.957149975,0.950990099,0.963390171,0.977520278,0.981386691,0.973684211,0.920877026,0.958333333,0.886238532,0.776470588,0.804878049,0.75,0.977853492,0.963087248,0.993079585,0.811881188,0.891304348,0.745454545,0.920289855,0.907142857,0.933823529,0.965438446,0.965162764,0.965714286,0.718562874,0.918367347,0.590163934,0.899408284,0.930612245,0.870229008
